planner_name iteration planning_time_elapsed cost_solution_total cost_solution_revolute cost_solution_prismatic theoretical_cost_total theoretical_cost_revolute theoretical_cost_prismatic
birrt_star 1 0.105611 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 2 0.27895 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 3 0.455976 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 4 0.564228 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 5 0.730226 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 6 0.758583 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 7 0.899361 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 8 0.952457 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 9 0.983466 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 10 1.15074 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 11 1.18376 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 12 1.25362 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 13 1.28013 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 14 1.29761 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 15 1.3254 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 16 1.43561 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 17 1.45218 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 18 1.70396 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 19 1.74018 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 20 1.81672 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 21 1.83611 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 22 1.86009 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 23 1.94727 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 24 1.98923 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 25 2.26134 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 26 2.32727 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 27 2.36029 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 28 2.62592 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 29 2.80617 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 30 3.12583 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 31 3.32102 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 32 3.34261 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 33 3.38531 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 34 3.40248 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 35 3.55379 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 36 3.91658 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 37 4.00275 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 38 4.03588 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 39 4.10807 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 40 4.24411 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 41 4.3774 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 42 4.40695 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 43 4.47288 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 44 4.49809 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 45 4.59086 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 46 4.6403 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 47 4.76831 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 48 5.09737 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 49 5.14625 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 50 5.1764 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 51 5.19531 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 52 5.21997 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 53 5.31494 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 54 5.35681 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 55 5.4291 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 56 5.55841 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 57 5.59576 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 58 5.62508 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 59 5.66982 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 60 5.69208 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 61 5.81053 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 62 5.84986 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 63 5.87944 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 64 5.90158 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 65 5.92403 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 66 6.02887 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 67 6.06245 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 68 6.0965 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 69 6.17307 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 70 6.21166 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 71 6.2587 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 72 6.29077 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 73 6.55951 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 74 6.70026 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 75 6.8767 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 76 6.98399 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 77 7.00828 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 78 7.09515 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 79 7.1261 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 80 7.14405 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 81 7.16528 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 82 7.4065 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 83 7.5902 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 84 7.8807 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 85 7.9821 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 86 8.01689 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 87 8.09278 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 88 8.71305 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 89 8.73352 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 90 8.80412 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 91 8.86957 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 92 8.94603 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 93 8.96718 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 94 9.02149 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 95 9.10533 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 96 9.27699 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 97 9.86445 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 98 9.91324 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 99 9.95367 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 100 9.97869 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 101 10.0092 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 102 10.3685 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 103 10.4632 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 104 10.5266 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 105 10.5482 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 106 10.7026 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 107 10.7265 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 108 10.7444 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 109 10.7829 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 110 10.8482 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 111 10.879 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 112 10.918 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 113 10.9751 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 114 11.0208 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 115 11.0807 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 116 11.1491 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 117 11.184 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 118 11.2998 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 119 11.316 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 120 11.3368 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 121 11.4185 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 122 11.4875 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 123 11.5266 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 124 11.7731 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 125 11.8417 10000 10000 10000 16.9344 0.95715 16.9074
birrt_star 126 11.8786 10000 10000 10000 16.9344 0.95715 16.9074
