planner_name iteration planning_time_elapsed cost_solution_total cost_solution_revolute cost_solution_prismatic theoretical_cost_total theoretical_cost_revolute theoretical_cost_prismatic
uni_rrt_star 1 0.027535 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 2 0.0534341 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 3 0.077148 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 4 0.100363 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 5 0.124704 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 6 0.145434 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 7 0.168882 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 8 0.188524 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 9 0.206535 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 10 0.231274 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 11 0.258 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 12 0.287524 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 13 0.322889 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 14 0.346592 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 15 0.378057 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 16 0.41078 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 17 0.433419 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 18 0.463041 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 19 0.485131 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 20 0.518759 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 21 0.542843 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 22 0.566564 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 23 0.601044 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 24 0.638771 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 25 0.661586 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 26 0.686948 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 27 0.712299 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 28 0.738086 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 29 0.760086 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 30 0.790948 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 31 0.818802 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 32 0.844822 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 33 0.865774 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 34 0.888355 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 35 0.910798 10000 10000 10000 16.8072 1.12537 16.7695
uni_rrt_star 36 0.935015 10000 10000 10000 16.8072 1.12537 16.7695
